dataset,model,protocol,seed,representation,subject,n_windows,n_folds_contributed,method,accuracy,macro_f1,brier,nll,ece_15,confidence_gap,aurc,error,mean_confidence,overconfidence_positive_gap,overconfidence_negative_gap
uci_har,cnn1d,leakage_reduced_mixed,20260911,raw_sensor_windows,uci_04,317,5,iso,0.832807570977918,0.7994494141742718,0.13253455779688395,0.26042784321581613,0.0754724737848221,0.07183967573068628,0.025190865558283832,0.16719242902208198,0.9046472467086043,0.07183967573068628,0.0
uci_har,cnn1d,leakage_reduced_mixed,20260911,raw_sensor_windows,uci_05,302,5,raw,0.8410596026490066,0.8357941949757429,0.19983041555108172,0.3186358678481269,0.08157027241410009,0.08016819985497081,0.02566149146112175,0.1589403973509934,0.9212278025039774,0.08016819985497081,0.0
uci_har,cnn1d,leakage_reduced_mixed,20260911,raw_sensor_windows,uci_05,302,5,temp,0.8410596026490066,0.8357941949757429,0.19439488882876046,0.2881759112660853,0.06949848297179408,0.06205813387533077,0.02779993728781334,0.1589403973509934,0.9031177365243374,0.06205813387533077,0.0
uci_har,cnn1d,leakage_reduced_mixed,20260911,raw_sensor_windows,uci_05,302,5,iso,0.8145695364238411,0.7749447792642304,0.14771818604650774,0.20087845824242948,0.09257738119583016,0.08567796218953339,0.021211491206865257,0.1854304635761589,0.9002474986133745,0.08567796218953339,0.0
uci_har,cnn1d,leakage_reduced_mixed,20260911,raw_sensor_windows,uci_06,325,4,raw,0.96,0.9606028627864815,0.05312199484177245,0.08302767895139938,0.026467901926774274,-0.003406967566563446,0.0020421203904337,0.040000000000000036,0.9565930324334365,0.0,-0.003406967566563446
uci_har,cnn1d,leakage_reduced_mixed,20260911,raw_sensor_windows,uci_06,325,4,temp,0.96,0.9606028627864815,0.049328532410742074,0.08336635180400029,0.04055245853805298,-0.01109347674455241,0.0016380771573631782,0.040000000000000036,0.9489065232554476,0.0,-0.01109347674455241
uci_har,cnn1d,leakage_reduced_mixed,20260911,raw_sensor_windows,uci_06,325,4,iso,0.9938461538461538,0.9940400170285227,0.02799835577789561,0.051993261460322605,0.03424373973651635,-0.03424373973651618,0.00032013815870548466,0.006153846153846176,0.9596024141096376,0.0,-0.03424373973651618
uci_har,cnn1d,leakage_reduced_mixed,20260911,raw_sensor_windows,uci_07,308,5,raw,0.9545454545454546,0.9531621564994346,0.08458704576328062,0.14459996369571007,0.047972331960479925,-0.04797233196048001,0.0050899689403987826,0.045454545454545414,0.9065731225849746,0.0,-0.04797233196048001
uci_har,cnn1d,leakage_reduced_mixed,20260911,raw_sensor_windows,uci_07,308,5,temp,0.9545454545454546,0.9531621564994346,0.09083641523578834,0.1585500184713783,0.05986294511535355,-0.059862945115353616,0.005214982947684512,0.045454545454545414,0.894682509430101,0.0,-0.059862945115353616
uci_har,cnn1d,leakage_reduced_mixed,20260911,raw_sensor_windows,uci_07,308,5,iso,0.9285714285714286,0.9275728328911592,0.1102285276019835,0.24536941123433842,0.05872440501982007,0.00037047732285144797,0.009465060244079572,0.0714285714285714,0.92894190589428,0.00037047732285144797,0.0
uci_har,cnn1d,leakage_reduced_mixed,20260911,raw_sensor_windows,uci_08,281,5,raw,0.9252669039145908,0.9274440035932141,0.0950851663209263,0.14734189009457918,0.03589278014104986,0.01540669385224469,0.0055023473906241314,0.07473309608540923,0.9406735977668355,0.01540669385224469,0.0
